ID,sentence,label
869,"Just really good.. So far, probably the best BT headset I have ever had.",1
751,disappointing.,0
70,Mic Doesn't work.,0
1875,There was hardly any meat.,0
487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
249,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1
2335,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1
2303,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1
1369,He deserves 5 stars.,1
1983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
1597,It'll be a regular stop on my trips to Phoenix!,1
2349,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0
1831,Very poor service.,0
1107,The ambience is wonderful and there is music playing.,1
2072,"All in all, a great disappointment.  ",0
1436,definitely will come back here again.,1
286,I wouldn't recommend buying this product.,0
1152,We waited for forty five minutes in vain.,0
807,The reception through this headset is excellent.,1
146,What a waste of time!,0
540,I am glad I purchased it.,1
2670,I've seen soap operas more intelligent than this movie.  ,0
940,A lot of websites have been rating this a very good phone and so do I.,1
2265,But the premise of the film was so ridiculous: that the President of the U.S.  ,0
1051,He came running after us when he realized my husband had left his sunglasses on the table.,1
588,"I only used it two days, and it wasn't always easy to hear with.",0
1491,The menu had so much good stuff on it i could not decide!,1
973,Lousy product.,0
1666,The staff was very attentive.,1
1873,My boyfriend and i sat at the bar and had a completely delightful experience.,1
1113,"Nice, spicy and tender.",1
1190,you can watch them preparing the delicious food!),1
201,All in all I think it was a good investment.,1
2674,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
1892,Pricing is a bit of a concern at Mellow Mushroom.,0
750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
127,it did not work in my cell phone plug i am very up set with the charger!.,0
1984,"All in all, Ha Long Bay was a bit of a flop.",0
1380,I won't be back.,0
160,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
1936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
2333,the cast was great.  ,1
1322,Service was exceptional and food was a good as all the reviews.,1
2591,This is an extraordinary film.  ,1
1994,I can't tell you how disappointed I was.,0
772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
1624,Pretty awesome place.,1
122,Iam very pleased with my purchase.,1
1142,My husband and I ate lunch here and were very disappointed with the food and service.,0
1795,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
170,EXCELLENT SERVICE!!!!!!!!.,1
1628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
1801,And service was super friendly.,1
1095,We'll never go again.,0
478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
1123,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1124,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
877,Excellent!.,1
714,Not worth it.,0
995,The screen does get smudged easily because it touches your ear and face.,0
2493,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1
380,Great Hands Free Device.,1
951,Very much disappointed with this company.,0
2302,The entire audience applauded at the conclusion of the film.  ,1
766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
1835,I paid the bill but did not tip because I felt the server did a terrible job.,0
287,Piece of Junk.,0
1003,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1
2715,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
1192,"When my order arrived, one of the gyros was missing.",0
2736,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1
125,Great audio!.,1
1667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
1170,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0
542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
2590,10-Oct,1
442,They made this case too small and is very difficult to install.,0
741,"Couldn't use the unit with sunglasses, not good in Texas!",0
1821,Do not waste your money here!,0
1321,"Also, the fries are without a doubt the worst fries I've ever had.",0
2391,"Beware: this is not a trashy cult movie, this is trash -period!  ",0
2729,I keep watching it over and over.  ,1
143,very disappointed.,0
2020,This if the first movie I've given a 10 to in years.  ,1
2520,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0
1452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
891,"Fits comfortably, came with three sizes of earbud tips.",1
353,Their network coverage in Los Angeles is horrible.,0
215,I would highly recommend this.,1
458,Very well made and fits my Surefire GX2 perfectly.,1
1174,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1
1839,I recently tried Caballero's and I have been back every week since!,1
1060,At least think to refill my water before I struggle to wave you over for 10 minutes.,0
2430,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1
2290,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0
285,Great phone!.,1
525,REALLY UGLY.,0
388,It worked very well.,1
